# Program:featureCounts v2.0.6; Command:"featureCounts" "-a" "reference_genomes/stm/stm_genome_temp.gtf" "-o" "feature_counts/stm_1110.txt" "sam/sam_11_09/278-1_stm.sorted.bam" "sam/sam_11_09/278-2_stm.sorted.bam" "sam/sam_11_09/278-3_stm.sorted.bam" "sam/sam_11_09/278-4_stm.sorted.bam" "sam/sam_11_09/278-5_stm.sorted.bam" "sam/sam_11_09/279-1_stm.sorted.bam" "sam/sam_11_09/279-2_stm.sorted.bam" "sam/sam_11_09/279-3_stm.sorted.bam" "sam/sam_11_09/279-4_stm.sorted.bam" "sam/sam_11_09/279-5_stm.sorted.bam" "-t" "transcript" "--extraAttributes" "gene_name" 
Geneid	Chr	Start	End	Strand	Length	gene_name	278-1_stm.sorted.bam	278-2_stm.sorted.bam	278-3_stm.sorted.bam	278-4_stm.sorted.bam	278-5_stm.sorted.bam	279-1_stm.sorted.bam	279-2_stm.sorted.bam	279-3_stm.sorted.bam	279-4_stm.sorted.bam	279-5_stm.sorted.bam
STM2469	Chromosome	2578022	2578501	-	480	eutP	60	230	123	66	128	74	415	119	103	35
STM2470	Chromosome	2578514	2578849	-	336	eutS	36	135	72	55	67	46	323	91	88	52
STM2471	Chromosome	2579330	2579788	-	459	tnpA_3	6	13	11	3	9	19	39	9	19	8
STM2472	Chromosome	2579978	2582257	-	2280	maeB	134	494	949	357	261	894	1654	884	1518	217
STM2473	Chromosome	2582529	2583479	+	951	talA	56	83	59	32	29	191	270	55	24	79
STM2474	Chromosome	2583499	2585499	+	2001	tktB	36	145	106	31	43	222	358	60	49	137
STM2475	Chromosome	2585562	2585792	-	231	NA	3	12	5	4	4	16	23	10	16	5
STM2476	Chromosome	2585920	2586963	-	1044	ypfG	4	10	11	9	5	19	38	26	23	8
STM2477	Chromosome	2587088	2587663	-	576	yffH	6	12	18	10	7	31	44	28	28	11
STM2478	Chromosome	2587867	2589165	+	1299	NA	10	33	22	21	21	31	75	37	31	19
STM2479	Chromosome	2589614	2591575	-	1962	aegA	14	83	117	55	39	93	157	102	152	27
STM2480	Chromosome	2591761	2593461	+	1701	narQ	32	121	71	51	44	172	261	92	156	69
STM2481	Chromosome	2593646	2596759	+	3114	acrD	22	92	79	52	43	121	183	88	111	34
STM2482	Chromosome	2597333	2597689	+	357	yffB	8	22	22	11	8	50	56	32	35	11
STM2483	Chromosome	2597693	2598820	+	1128	dapE	20	74	72	45	33	137	188	73	99	60
STM2484	Chromosome	2598848	2599048	+	201	NA	18	41	19	6	12	132	83	20	22	55
STM2485	Chromosome	2599075	2601093	-	2019	ypfI	24	128	114	69	33	196	248	98	145	101
STM2486	Chromosome	2601109	2601972	-	864	NA	28	99	81	52	47	205	262	78	91	101
STM2487	Chromosome	2602103	2602816	-	714	purC	17	48	103	42	19	106	151	56	62	43
STM2488	Chromosome	2602991	2604025	-	1035	nlpB	66	423	531	295	211	459	994	625	896	188
STM2489	Chromosome	2604042	2604920	-	879	dapA	103	299	382	269	205	420	909	514	743	164
STM2490	Chromosome	2605000	2605638	+	639	gcvR	11	37	31	16	16	54	60	32	42	16
STM2491	Chromosome	2605638	2606108	+	471	bcp	10	49	94	32	14	97	100	51	79	30
STM2492	Chromosome	2606155	2606508	-	354	NA	2	22	21	11	15	24	35	17	15	7
STM2493	Chromosome	2606695	2607762	-	1068	perM	19	67	58	38	44	80	213	84	130	29
STM2494	Chromosome	2607970	2609433	+	1464	NA	24	133	135	77	60	201	311	123	193	56
STM2495	Chromosome	2609473	2609832	+	360	yfgD	17	43	53	18	14	72	85	35	71	29
STM2496	Chromosome	2609859	2610584	-	726	yfgE	25	56	79	47	52	54	136	118	118	31
STM2497	Chromosome	2610655	2611944	-	1290	uraA	3	14	40	18	13	48	27	29	31	16
STM2498	Chromosome	2612032	2612658	-	627	upp	40	120	211	120	65	347	401	252	369	93
STM2499	Chromosome	2613072	2614109	+	1038	purM	10	38	105	27	20	97	100	52	42	31
STM2500	Chromosome	2614109	2614747	+	639	purN	9	33	52	19	22	45	84	46	54	20
STM2501	Chromosome	2614936	2617002	+	2067	ppk	24	100	106	68	53	229	290	117	211	88
STM2502	Chromosome	2617007	2618548	+	1542	ppx	8	48	76	46	14	108	95	55	90	29
STM2503	Chromosome	2618584	2620797	-	2214	NA	23	40	17	7	11	80	79	21	43	22
STM2504	Chromosome	2620894	2621031	-	138	NA	5	0	0	1	1	15	7	1	0	0
STM2505	Chromosome	2621102	2621362	-	261	NA	5	4	3	1	1	3	11	3	0	5
STM2506	Chromosome	2621210	2621401	+	192	NA	4	0	4	0	0	8	1	1	3	1
STM2507	Chromosome	2621480	2621716	-	237	NA	15	39	7	26	11	41	85	48	24	29
STM2508	Chromosome	2621942	2622271	+	330	NA	3	14	3	5	4	25	25	20	6	3
STM2509	Chromosome	2622291	2622647	-	357	NA	2	7	7	6	0	44	35	13	13	5
STM2510	Chromosome	2622804	2624381	-	1578	guaA	12	159	356	137	53	231	183	165	242	70
STM2511	Chromosome	2624451	2625917	-	1467	guaB	8	86	224	67	32	135	111	93	97	42
STM2512	Chromosome	2626078	2627427	+	1350	xseA	21	120	72	98	61	91	195	175	147	60
STM2513	Chromosome	2627589	2633708	-	6120	shdA	9	73	71	58	29	100	146	64	91	28
STM2514	Chromosome	2634402	2641709	-	7308	ratB	26	118	138	91	46	192	246	164	201	49
STM2515	Chromosome	2641875	2647472	-	5598	ratA	56	158	149	72	65	355	486	135	155	120
STM2516	Chromosome	2647592	2648551	-	960	sinI	4	18	21	9	10	18	48	11	20	5
STM2517	Chromosome	2648609	2650801	-	2193	sinH	2	2	2	6	2	6	10	5	4	2
STM2518	Chromosome	2651147	2651368	-	222	yfgJ	5	5	8	3	7	52	17	19	16	8
STM2519	Chromosome	2651457	2652929	-	1473	engA	23	72	134	67	45	148	213	135	201	41
STM2520	Chromosome	2653048	2654226	-	1179	yfgL	33	170	245	103	97	313	493	265	409	99
STM2521	Chromosome	2654237	2654857	-	621	yfgM	12	74	146	50	59	127	186	127	161	48
STM2522	Chromosome	2654871	2656145	-	1275	hisS	48	201	237	165	110	270	459	326	424	90
STM2523	Chromosome	2656256	2657374	-	1119	gcpE	44	206	297	176	111	380	403	243	362	89
STM2524	Chromosome	2657401	2658405	-	1005	yfgA	69	215	178	146	123	287	555	226	395	83
STM2525	Chromosome	2658697	2659863	-	1167	yfgB	19	49	116	70	34	116	121	202	176	26
STM2526	Chromosome	2660070	2660501	-	432	ndk	48	64	158	48	17	180	227	80	96	41
STM2527	Chromosome	2660622	2661485	-	864	NA	4	23	44	28	14	41	74	36	84	11
STM2528	Chromosome	2661485	2662294	-	810	NA	2	12	53	24	14	23	50	39	71	7
STM2529	Chromosome	2662287	2662916	-	630	NA	1	12	33	14	10	26	31	32	60	5
STM2530	Chromosome	2662913	2665318	-	2406	NA	27	94	224	137	89	171	337	232	429	28
STM2531	Chromosome	2665447	2667762	-	2316	pbpC	12	68	73	61	42	67	159	116	151	18
STM2532	Chromosome	2667763	2672697	-	4935	NA	86	484	555	390	269	736	1641	670	1298	197
STM2533	Chromosome	2672906	2673748	+	843	sseA	98	244	275	141	128	535	815	255	367	122
STM2534	Chromosome	2673995	2674663	+	669	NA	7	15	7	13	5	36	63	20	19	13
STM2535	Chromosome	2675232	2676017	-	786	sseB	5	33	53	30	13	40	55	44	72	16
STM2536	Chromosome	2676118	2677401	-	1284	pepB	9	75	159	63	30	143	179	98	153	31
STM2537	Chromosome	2677648	2677848	-	201	yfhJ	10	23	51	30	14	52	80	36	67	15
STM2538	Chromosome	2677860	2678195	-	336	fdx	10	32	57	38	10	54	90	53	88	13
STM2539	Chromosome	2678197	2680047	-	1851	hscA	16	99	194	115	57	196	326	214	320	50
STM2540	Chromosome	2680060	2680575	-	516	hscB	17	69	100	60	41	83	158	118	170	20
STM2541	Chromosome	2680771	2681094	-	324	yfhF	32	165	198	126	84	266	354	198	271	66
STM2542	Chromosome	2681123	2681509	-	387	nifU	27	96	179	93	59	263	337	160	218	55
STM2543	Chromosome	2681537	2682751	-	1215	nifS	33	204	388	184	129	441	641	338	399	137
STM2544	Chromosome	2682932	2683426	-	495	yfhP	33	137	189	87	70	253	294	148	169	102
STM2545	Chromosome	2683586	2684317	-	732	NA	126	369	263	191	137	472	941	421	421	136
STM2546	Chromosome	2684436	2685239	+	804	suhB	29	128	135	144	81	135	221	253	165	79
STM2547	Chromosome	2685384	2686262	+	879	NA	11	17	19	14	9	65	71	35	27	15
STM2548	Chromosome	2686444	2687487	+	1044	asrA	20	34	72	70	23	37	56	37	29	6
STM2549	Chromosome	2687491	2688309	+	819	asrB	9	39	58	67	15	39	46	25	35	6
STM2550	Chromosome	2688320	2689333	+	1014	asrC	17	44	76	74	25	48	113	47	58	4
STM2551	Chromosome	2689334	2690320	-	987	NA	3	19	20	13	6	20	43	31	29	4
STM2552	Chromosome	2690311	2690949	-	639	NA	4	28	24	18	12	41	45	23	27	9
STM2553	Chromosome	2691075	2692352	+	1278	csiE	22	120	91	40	64	305	276	95	107	99
STM2554	Chromosome	2692347	2693486	-	1140	hcaT	2	28	31	25	13	44	67	50	49	22
STM2555	Chromosome	2693682	2694935	-	1254	glyA	146	401	741	270	145	698	1026	578	1056	210
STM2556	Chromosome	2695260	2696450	+	1191	hmpA	51	192	474	66	39	275	221	140	112	85
STM2557	Chromosome	2696632	2698176	+	1545	cadC	19	51	49	35	23	99	106	73	82	31
STM2558	Chromosome	2698537	2699868	+	1332	cadB	2	103	232	367	75	128	64	591	448	37
STM2559	Chromosome	2699951	2702095	+	2145	cadA	13	157	281	411	101	173	194	699	500	51
STM2560	Chromosome	2702151	2703611	+	1461	yjdL	12	31	30	28	12	45	75	42	68	13
STM2561	Chromosome	2703660	2703998	-	339	glnB	19	46	63	29	26	92	127	54	105	32
STM2562	Chromosome	2704075	2705412	-	1338	yfhA	25	73	126	80	54	137	257	132	213	39
STM2563	Chromosome	2705409	2706173	-	765	yfhG	24	80	86	61	33	152	258	102	141	30
STM2564	Chromosome	2706175	2707617	-	1443	yfhK	28	81	84	52	41	103	203	127	120	28
STM2565	Chromosome	2708255	2712142	-	3888	purG	10	110	285	82	36	245	222	131	162	90
STM2566	Chromosome	2712164	2712397	+	234	NA	0	0	2	1	0	2	2	2	0	0
STM2567	Chromosome	2712398	2713942	+	1545	yfhD	7	26	33	30	15	47	62	28	42	17
STM2568	Chromosome	2713993	2714544	-	552	yfhC	12	18	19	14	2	29	39	21	16	17
STM2569	Chromosome	2714569	2715204	-	636	yfhB	38	140	83	33	39	189	251	87	69	90
STM2570	Chromosome	2715208	2716569	-	1362	NA	6	26	53	31	33	21	67	59	84	9
STM2571	Chromosome	2716580	2717473	-	894	NA	12	33	48	24	28	31	69	39	59	10
STM2572	Chromosome	2717589	2718437	+	849	yfhH	6	19	24	15	14	34	74	29	35	17
STM2573	Chromosome	2718476	2719393	-	918	NA	4	9	15	14	6	33	38	15	17	14
STM2574	Chromosome	2719415	2720611	-	1197	NA	0	2	2	0	0	4	3	1	1	2
STM2575	Chromosome	2720727	2721653	+	927	NA	2	3	7	4	2	12	6	8	5	1
STM2576	Chromosome	2721691	2721951	+	261	yfhL	4	9	10	16	4	14	23	24	22	4
STM2577	Chromosome	2722063	2722443	-	381	acpS	6	30	55	23	12	54	72	41	59	12
STM2578	Chromosome	2722443	2723174	-	732	pdxJ	11	59	92	50	34	108	136	68	124	31
STM2579	Chromosome	2723186	2723914	-	729	recO	14	50	36	26	15	77	114	47	59	21
STM2580	Chromosome	2723926	2724831	-	906	era	36	99	146	68	34	165	230	186	178	73
STM2581	Chromosome	2724828	2725508	-	681	rnc	41	96	146	74	57	237	267	193	155	88
STM2582	Chromosome	2725782	2726756	-	975	lepB	15	62	175	69	44	206	223	124	193	54
STM2583	Chromosome	2726773	2728572	-	1800	lepA	41	136	214	91	52	217	293	198	313	66
STM2584	Chromosome	2728977	2730470	+	1494	gogB	1	7	5	7	2	22	9	13	11	3
STM2585	Chromosome	2731357	2731902	+	546	NA	25	32	45	13	10	153	54	17	28	40
STM2585A	Chromosome	2733014	2733241	+	228	NA	4	18	16	1	0	38	6	1	1	16
STM2586	Chromosome	2733338	2733916	-	579	NA	6	6	1	3	4	12	5	3	3	5
STM2587	Chromosome	2733906	2734730	-	825	NA	0	0	1	0	0	1	2	1	1	1
STM2588	Chromosome	2734727	2737099	-	2373	NA	22	56	39	29	24	84	139	56	78	21
STM2589	Chromosome	2737434	2740796	-	3363	NA	4	42	23	20	18	55	65	32	32	23
STM2590	Chromosome	2740858	2741505	-	648	NA	1	3	2	2	0	2	3	4	5	0
STM2591	Chromosome	2741403	2742002	-	600	NA	1	3	6	3	6	10	11	5	10	1
STM2592	Chromosome	2742147	2742845	-	699	NA	15	17	35	17	11	35	64	28	35	8
STM2593	Chromosome	2742855	2743184	-	330	NA	2	7	7	3	1	7	12	8	8	4
STM2594	Chromosome	2743187	2746282	-	3096	NA	4	64	66	29	28	76	136	72	85	20
STM2595	Chromosome	2746254	2746592	-	339	NA	1	2	3	2	1	0	1	2	1	0
STM2596	Chromosome	2746589	2746984	-	396	NA	0	2	1	1	2	1	7	0	4	0
STM2597	Chromosome	2747035	2747781	-	747	NA	14	33	30	24	17	83	93	32	61	21
STM2598	Chromosome	2747789	2748190	-	402	NA	2	17	16	5	6	17	30	14	19	3
STM2599	Chromosome	2748179	2749429	+	1251	NA	38	136	132	109	76	168	319	202	256	55
STM2600	Chromosome	2749478	2750056	-	579	NA	3	27	31	18	14	24	55	41	35	15
STM2601	Chromosome	2750084	2750467	-	384	NA	4	13	11	11	5	22	41	9	13	7
STM2602	Chromosome	2750478	2750837	-	360	NA	3	8	11	3	4	11	16	5	10	8
STM2603	Chromosome	2750895	2751923	-	1029	NA	9	24	46	18	14	41	67	30	62	21
STM2604	Chromosome	2751978	2752325	-	348	NA	2	8	6	2	3	9	16	8	5	1
STM2605	Chromosome	2752338	2753834	-	1497	NA	4	40	20	9	13	31	63	29	45	11
STM2606	Chromosome	2753824	2755404	-	1581	NA	12	63	43	38	29	78	150	54	96	26
STM2607	Chromosome	2755401	2755604	-	204	NA	0	0	0	1	0	2	2	3	1	0
STM2608	Chromosome	2755588	2757519	-	1932	NA	1	20	30	5	11	31	51	26	18	15
STM2609	Chromosome	2757491	2758036	-	546	NA	0	7	3	3	3	12	13	10	3	5
STM2610	Chromosome	2758323	2758724	+	402	NA	58	50	38	41	42	339	350	115	72	115
STM2611	Chromosome	2758960	2759412	-	453	NA	2	13	7	4	6	9	18	10	11	7
STM2612	Chromosome	2759430	2759882	-	453	NA	1	4	8	1	4	24	15	7	4	4
STM2613	Chromosome	2759866	2760195	-	330	NA	2	6	4	2	1	14	11	11	5	4
STM2614	Chromosome	2760471	2761157	+	687	NA	12	31	17	14	8	71	85	21	37	11
STM2615	Chromosome	2761650	2761723	-	74	NA	22	28	12	17	13	151	112	43	26	43
STM2616	Chromosome	2762067	2762630	-	564	NA	1	1	6	4	5	7	23	13	2	2
STM2617	Chromosome	2762903	2763580	-	678	NA	0	5	1	2	0	5	7	4	5	1
STM2618	Chromosome	2763577	2763717	-	141	NA	0	0	1	0	0	0	0	0	1	0
STM2619	Chromosome	2763714	2764325	-	612	NA	3	12	11	9	7	14	26	10	11	6
STM2620	Chromosome	2764534	2765136	-	603	NA	32	62	29	39	39	132	243	107	100	42
STM2621	Chromosome	2765552	2765785	-	234	NA	27	58	32	36	18	118	254	87	43	37
STM2622	Chromosome	2766077	2766370	-	294	NA	24	42	23	23	15	101	136	50	65	16
STM2623	Chromosome	2766445	2766756	-	312	NA	0	1	0	1	2	0	2	4	2	2
STM2624	Chromosome	2766753	2767100	-	348	NA	0	0	0	0	1	1	1	0	0	0
STM2625	Chromosome	2767111	2767860	-	750	NA	0	1	4	2	2	1	5	3	5	4
STM2626	Chromosome	2767863	2768846	-	984	NA	2	4	4	2	4	9	15	9	16	4
STM2627	Chromosome	2768931	2769305	-	375	NA	3	22	19	12	11	31	51	22	25	11
STM2628	Chromosome	2769630	2770040	+	411	NA	51	56	43	27	28	82	203	64	67	26
STM2629	Chromosome	2770090	2770350	+	261	NA	2	7	4	3	4	5	10	9	4	0
STM2630	Chromosome	2770343	2770501	+	159	NA	0	2	0	0	0	0	0	0	0	0
STM2631	Chromosome	2770523	2770873	+	351	NA	6	14	14	8	6	28	34	20	22	6
STM2632	Chromosome	2771000	2773885	+	2886	NA	5	18	19	14	9	29	48	29	33	15
STM2633	Chromosome	2773848	2775005	+	1158	NA	2	5	10	6	6	11	8	5	8	7
STM2634	Chromosome	2775048	2775287	+	240	NA	0	0	2	0	0	1	2	2	4	0
STM2635	Chromosome	2775328	2775612	+	285	NA	2	1	2	3	2	4	10	5	5	0
STM2636	Chromosome	2775590	2776819	-	1230	NA	1	6	12	10	0	13	14	18	13	1
STM2637	Chromosome	2777317	2777796	-	480	rseC	2	36	35	11	15	44	61	49	48	18
STM2638	Chromosome	2777793	2778749	-	957	rseB	25	159	126	79	80	199	372	187	259	109
STM2639	Chromosome	2778749	2779399	-	651	rseA	111	540	315	171	215	887	1306	488	495	405
STM2640	Chromosome	2779431	2780006	-	576	rpoE	108	557	377	205	276	1247	1549	516	533	452
STM2641	Chromosome	2780431	2782053	+	1623	nadB	4	17	23	15	8	26	40	26	36	12
STM2642	Chromosome	2782038	2782775	-	738	yfiC	11	25	28	15	11	62	72	37	47	15
STM2643	Chromosome	2782906	2784240	+	1335	srmB	35	107	141	117	60	228	290	217	232	42
STM2644	Chromosome	2784258	2785157	-	900	yfiE	9	31	23	28	20	83	127	41	32	24
STM2645	Chromosome	2785260	2785847	+	588	yfiK	1	11	8	8	3	18	25	11	17	6
STM2646	Chromosome	2785909	2786292	-	384	yfiD	556	977	1324	628	403	2025	1877	768	748	544
STM2647	Chromosome	2786611	2787300	+	690	ung	24	63	68	40	26	108	123	58	77	25
STM2648	Chromosome	2787416	2788453	-	1038	yfiF	18	56	115	60	36	166	189	133	106	68
STM2649	Chromosome	2788657	2789076	+	420	trxC	35	169	325	100	31	474	324	120	102	139
STM2650	Chromosome	2789149	2789829	+	681	yfiP	7	25	50	29	12	45	68	41	49	12
STM2651	Chromosome	2789883	2792543	+	2661	yfiQ	157	691	636	255	285	862	1667	592	986	274
STM2652	Chromosome	2792658	2794013	+	1356	pssA	102	273	220	162	134	348	686	363	480	122
STM2653	Chromosome	2794058	2794381	+	324	yfiM	2	9	9	7	8	11	28	24	17	2
STM2654	Chromosome	2794378	2795679	-	1302	kgtP	5	40	19	5	13	47	60	37	33	18
STM2655	Chromosome	2795783	2796238	-	456	NA	2	5	5	4	3	20	18	13	12	2
rrfG	Chromosome	2796443	2796564	-	122	NA	44	11	5	11	9	29	23	9	28	12
rrlG	Chromosome	2796758	2799767	-	3010	NA	45196	5291	10707	2331	3100	10686	3591	3750	2073	5401
gltW	Chromosome	2799961	2800033	-	73	NA	7	28	56	47	45	67	57	89	160	19
rrsG	Chromosome	2800121	2801663	-	1543	NA	27673	2757	4725	1193	1491	4560	1926	1852	1633	1981
STM2660	Chromosome	2802119	2804692	-	2574	clpB	641	2476	3097	2170	1350	8853	10822	2556	7994	1456
STM2661	Chromosome	2804822	2805553	-	732	yfiH	43	128	132	84	61	262	369	115	181	85
STM2662	Chromosome	2805550	2806530	-	981	rluD	31	73	101	65	42	122	209	115	104	40
STM2663	Chromosome	2806662	2807399	+	738	yfiO	51	146	190	118	99	278	485	274	377	90
STM2665	Chromosome	2807671	2808009	+	339	yfiA	1757	4564	3532	1765	1335	8735	9608	1754	4175	2581
STM2666	Chromosome	2808113	2808160	+	48	NA	17	9	12	6	10	26	22	10	14	11
STM2667	Chromosome	2808260	2809420	+	1161	pheA	25	73	74	35	26	170	204	70	104	45
STM2668	Chromosome	2809381	2810289	-	909	NA	7	26	25	11	12	51	69	34	31	18
STM2669	Chromosome	2810347	2811468	-	1122	tyrA	11	77	74	55	25	92	155	77	122	35
STM2670	Chromosome	2811478	2812548	-	1071	aroF	18	54	69	36	25	126	105	52	80	46
STM2671	Chromosome	2812988	2813506	+	519	yfiR	6	14	12	16	11	27	38	32	31	11
STM2672	Chromosome	2813499	2814719	+	1221	yfiN	5	17	42	25	15	47	62	46	58	14
STM2673	Chromosome	2814876	2815223	-	348	rplS	70	296	793	379	165	700	836	575	1159	144
STM2674	Chromosome	2815264	2816031	-	768	trmD	92	439	1779	582	345	831	1187	1226	1960	218
STM2675	Chromosome	2816076	2816624	-	549	rimM	107	448	1877	675	412	893	1188	1503	1973	248
STM2676	Chromosome	2816643	2816891	-	249	rpsP	45	149	385	273	152	324	462	496	624	71
STM2677	Chromosome	2817205	2818566	-	1362	ffh	96	377	420	259	212	510	961	521	627	143
STM2678	Chromosome	2818732	2819523	+	792	corE	13	20	31	34	22	44	78	58	41	20
STM2679	Chromosome	2819588	2820829	+	1242	yfjD	9	35	43	38	24	71	77	97	100	23
STM2680	Chromosome	2820950	2821555	+	606	NA	5	15	13	18	14	38	57	25	33	8
STM2681	Chromosome	2821590	2822180	-	591	grpE	98	338	477	314	195	971	1324	514	608	240
STM2682	Chromosome	2822177	2822371	-	195	NA	0	0	0	0	0	2	1	3	1	0
STM2683	Chromosome	2822303	2823181	+	879	yfjB	11	28	28	18	12	39	59	30	37	12
STM2684	Chromosome	2823267	2824928	+	1662	recN	40	119	102	97	53	350	843	301	147	144
STM2685	Chromosome	2825077	2825415	+	339	smpA	48	139	133	106	93	237	506	196	250	64
STM2686	Chromosome	2825581	2825871	-	291	yfjF	16	84	83	53	39	133	246	124	117	47
STM2687	Chromosome	2825861	2826337	-	477	yfjG	64	114	117	75	60	221	431	153	210	47
STM2688	Chromosome	2826487	2826969	+	483	smpB	59	132	101	77	68	170	340	162	216	58
STM2690	Chromosome	2839122	2840531	+	1410	NA	21	62	54	36	26	94	187	59	55	27
STM2691	Chromosome	2840528	2842708	+	2181	NA	0	5	8	3	1	7	12	5	9	4
STM2692	Chromosome	2842716	2843879	+	1164	NA	6	12	11	8	8	38	50	27	21	8
10Sa	Chromosome	2844222	2844316	+	95	NA	390748	290261	294622	88768	130615	856322	617735	184416	126662	354775
STM2694	Chromosome	2844431	2844649	-	219	NA	0	0	0	0	0	0	0	0	0	0
STM2695	Chromosome	2844718	2845818	-	1101	NA	0	0	0	0	0	0	0	0	0	0
STM2696	Chromosome	2845815	2846300	-	486	NA	0	0	0	0	0	0	0	0	0	0
STM2697	Chromosome	2846297	2849104	-	2808	NA	0	0	0	0	0	0	0	0	0	0
STM2698	Chromosome	2849097	2849216	-	120	NA	0	0	0	0	0	0	0	0	0	0
STM2699	Chromosome	2849231	2849533	-	303	NA	0	0	0	0	0	0	0	0	0	0
STM2700	Chromosome	2849588	2850103	-	516	NA	0	0	0	0	0	0	0	0	0	0
STM2701	Chromosome	2850113	2851285	-	1173	NA	0	0	0	0	0	0	0	0	0	0
STM2702	Chromosome	2851388	2851945	-	558	NA	0	0	0	0	0	0	0	0	0	0
STM2703	Chromosome	2851915	2852994	+	1080	NA	0	0	0	0	0	0	0	0	0	0
STM2704	Chromosome	2853001	2853408	+	408	NA	0	0	0	0	0	0	0	0	0	0
STM2705	Chromosome	2853412	2854029	-	618	NA	0	2	0	1	0	3	1	0	0	1
STM2706	Chromosome	2853999	2855573	-	1575	NA	0	3	2	3	1	3	2	2	1	1
STM2707	Chromosome	2855570	2856175	-	606	NA	0	0	0	0	0	0	0	0	0	0
STM2708	Chromosome	2856168	2857076	-	909	NA	0	0	0	0	0	0	0	0	0	0
STM2709	Chromosome	2857063	2857422	-	360	NA	0	0	0	0	0	0	0	0	0	0
STM2710	Chromosome	2857419	2857997	-	579	NA	0	0	0	0	0	0	0	0	0	0
STM2711	Chromosome	2858066	2858512	-	447	NA	0	0	0	0	0	0	0	0	0	0
STM2712	Chromosome	2858505	2858936	-	432	NA	0	0	0	0	0	0	0	0	0	0
STM2713	Chromosome	2858899	2859183	-	285	NA	0	0	0	0	0	0	0	0	0	0
STM2714	Chromosome	2859032	2859460	-	429	NA	0	0	0	0	0	0	0	0	0	0
STM2715	Chromosome	2859837	2860346	-	510	NA	0	0	0	0	0	0	0	0	0	0
STM2716	Chromosome	2860327	2860542	-	216	NA	0	0	0	0	0	0	0	0	0	0
STM2717	Chromosome	2860546	2860749	-	204	NA	0	0	0	0	0	0	0	0	0	0
STM2718	Chromosome	2860749	2861213	-	465	NA	0	0	0	0	0	0	0	0	0	0
STM2719	Chromosome	2861307	2861960	-	654	NA	0	0	0	0	0	0	0	0	0	0
STM2720	Chromosome	2861964	2863046	-	1083	NA	0	0	0	0	0	0	0	0	0	0
STM2721	Chromosome	2863063	2863896	-	834	NA	0	0	0	0	0	0	0	0	0	0
STM2722	Chromosome	2864039	2865805	+	1767	NA	0	0	0	0	0	0	0	0	0	0
STM2723	Chromosome	2865805	2866845	+	1041	NA	0	0	0	0	0	0	0	0	0	0
STM2724	Chromosome	2866931	2868682	-	1752	NA	0	0	0	0	0	0	0	0	0	0
STM2726	Chromosome	2868896	2869627	-	732	NA	0	0	0	0	0	0	0	0	0	0
STM2727	Chromosome	2869687	2869992	-	306	NA	0	0	0	0	0	0	0	0	0	0
STM2728	Chromosome	2869931	2870119	-	189	NA	0	0	0	0	0	0	0	0	0	0
STM2729	Chromosome	2870272	2872701	-	2430	NA	0	0	0	0	0	0	0	0	0	0
STM2730	Chromosome	2872692	2873549	-	858	NA	0	0	0	0	0	0	0	0	0	0
STM2731	Chromosome	2873546	2873773	-	228	NA	0	0	0	0	0	0	0	0	0	0
STM2732	Chromosome	2873773	2874006	-	234	NA	0	0	0	0	0	0	0	0	0	0
STM2733	Chromosome	2874074	2874415	-	342	NA	0	0	0	0	0	0	0	0	0	0
STM2734	Chromosome	2874635	2875093	+	459	NA	0	0	0	0	0	0	0	0	0	0
STM2735	Chromosome	2875041	2875274	-	234	NA	0	0	0	0	0	0	0	0	0	0
STM2736	Chromosome	2875282	2875791	-	510	NA	0	0	0	0	0	0	0	0	0	0
STM2737	Chromosome	2875827	2876066	-	240	NA	0	0	0	0	0	0	0	0	0	0
STM2738	Chromosome	2876183	2876815	+	633	NA	0	0	0	0	0	0	0	0	0	0
STM2739	Chromosome	2876819	2877844	+	1026	NA	0	0	0	0	0	0	0	0	0	0
STM2740	Chromosome	2878173	2879237	+	1065	NA	49	189	178	79	75	287	447	139	202	56
STM2741	Chromosome	2879465	2880058	+	594	NA	17	55	41	23	21	47	121	46	40	9
STM2742	Chromosome	2880448	2881641	+	1194	NA	10	27	29	18	14	43	60	42	37	20
STM2743	Chromosome	2881976	2882803	-	828	NA	13	16	8	8	12	40	29	24	23	5
STM2744	Chromosome	2883254	2883469	+	216	NA	0	0	1	1	1	3	2	1	2	1
STM2745	Chromosome	2883505	2885574	+	2070	NA	0	10	7	7	4	9	15	6	13	5
STM2746	Chromosome	2886077	2887360	+	1284	NA	30	21	16	6	8	48	15	41	27	2
STM2747	Chromosome	2887405	2888223	+	819	NA	6	9	16	7	7	39	21	21	24	3
STM2748	Chromosome	2888377	2888733	-	357	NA	8	11	5	6	3	31	21	23	18	5
STM2749	Chromosome	2888828	2889112	+	285	NA	4	3	0	0	2	12	11	3	4	2
STM2750	Chromosome	2889225	2889746	+	522	NA	1	7	5	4	0	6	11	2	2	1
STM2751	Chromosome	2889743	2890117	+	375	NA	0	4	5	0	3	6	12	0	2	0
STM2752	Chromosome	2890114	2891094	+	981	NA	3	15	11	9	2	11	25	8	6	4
STM2753	Chromosome	2891105	2892118	+	1014	NA	18	56	34	17	14	59	92	37	39	20
STM2754	Chromosome	2892413	2893615	+	1203	NA	3	9	12	7	8	26	31	12	17	4
STM2755	Chromosome	2893689	2894324	-	636	NA	0	3	4	2	1	12	13	5	2	1
